Layer name, IFMAP Height, IFMAP Width, Filter Height, Filter Width, Channels, Num Filter, Strides,
Conv, 60, 19,  3,  3,  17,  256,  1, 
Res_conv1, 60, 19,  3,  3,  256,  256,  1, 
Res_conv2, 60, 19,  3,  3,  256,  256,  1, 
ValueHead_conv, 1, 1,  1,  1,  256,  1,  1, 
ValueHead_FC1, 1, 1,  1,  1,  361,  256,  1, 
ValueHead_FC2, 1, 1,  1,  1,  256,  1,  1, 
PolicyHead_Conv, 1, 1,  1,  1,  256,  2,  1, 
PolidyHead_FC, 1, 1,  1,  1,  722,  362,  1, 
