Layer name, IFMAP Height, IFMAP Width, Filter Height, Filter Width, Channels, Num Filter, Strides,
Conv, 12,  19,  3,  3, 9, 256,  1,
Res_conv1, 12,  19,  3,  3, 128, 256,  1,
Res_conv2, 12,  19,  3,  3, 128, 256,  1,
ValueHead_conv, 10,  19,  1,  1, 1, 1,  1,
ValueHead_FC1, 1,  1,  1,  1, 181, 256,  1,
ValueHead_FC2, 1,  1,  1,  1, 1, 1,  1,
PolicyHead_Conv, 10,  19,  1,  1, 2, 2,  1,
PolidyHead_FC, 1,  1,  1,  1, 722, 362,  1,
