Layer name, IFMAP Height, IFMAP Width, Filter Height, Filter Width, Channels, Num Filter, Strides,
Conv1, 29,  224,     11,  11, 1, 96,      4,
Conv2, 108,  207,     5,  5, 32, 256,     1,
Conv3, 9,   13,      3,  3, 128, 384,     1,
Conv4, 9,   13,      3,  3, 192, 384,     1,
Conv5, 9,   13,      3,  3, 128, 256,     1,
