Layer name, IFMAP Height, IFMAP Width, Filter Height, Filter Width, Channels, Num Filter, Strides,
Conv, 12,  19,  3,  3, 5, 256,  1,
Res_conv1, 12,  19,  3,  3, 64, 256,  1,
Res_conv2, 12,  19,  3,  3, 64, 256,  1,
ValueHead_conv, 10,  19,  1,  1, 1, 1,  1,
ValueHead_FC1, 1,  1,  1,  1, 91, 256,  1,
ValueHead_FC2, 1,  1,  1,  1, 1, 1,  1,
PolicyHead_Conv, 10,  19,  1,  1, 1, 2,  1,
PolidyHead_FC, 1,  1,  1,  1, 241, 362,  1,
