Layer name, IFMAP Height, IFMAP Width, Filter Height, Filter Width, Channels, Num Filter, Strides,
MF_Embedding_user, 1,  1,  1,  1, 11500, 8,  1,
MF_Embedding_item, 1,  1,  1,  1, 11500, 8,  1,
MLP_Embedding_user, 1,  1,  1,  1, 46000, 32,  1,
MLP_Embedding_item, 1,  1,  1,  1, 46000, 32,  1,
MLP_FC1, 1,  1,  1,  1, 22, 32,  1,
MLP_FC2, 1,  1,  1,  1, 6, 16,  1,
MLP_FC3, 1,  1,  1,  1, 2, 8,  1,
Predict_FC, 1,  1,  1,  1, 1, 1,  1,
